Obs,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,job_type,salary
5086,0.72,0.63,3,149,2,0,0,0,support,medium
5088,0.54,0.93,5,189,2,0,0,0,support,medium
5097,0.73,0.71,4,148,3,0,0,0,manageme,high
5099,0.17,0.82,5,193,5,0,0,0,IT,high
5100,0.75,0.76,5,175,4,0,0,0,IT,low
5101,0.76,0.44,3,121,4,0,0,0,IT,low
5102,0.76,0.77,4,223,3,0,0,0,IT,low
5106,0.49,0.72,4,246,3,0,0,0,product_,low
5107,0.53,0.8,3,175,3,0,0,0,IT,low
5110,0.62,0.99,4,171,3,0,0,0,RandD,medium
5112,0.52,1,4,148,3,0,0,0,RandD,medium
5113,0.2,0.53,6,189,4,0,0,0,marketin,medium
5121,0.68,0.72,3,213,3,0,0,1,marketin,medium
5124,0.79,0.73,4,226,3,0,0,0,sales,medium
5126,0.98,0.99,3,253,4,0,0,0,sales,medium
5132,0.91,0.99,5,228,4,1,0,0,sales,low
5135,0.62,0.91,3,195,3,0,0,0,sales,medium
5141,0.41,0.9,6,155,2,0,0,0,accounti,medium
5146,0.63,0.92,2,198,2,0,0,0,hr,low
5147,0.75,0.53,4,251,3,0,0,0,hr,low
5163,0.61,0.64,5,186,4,0,0,0,support,medium
5165,0.54,0.94,4,217,2,0,0,0,support,medium
5169,0.6,0.8,3,191,2,0,0,0,support,medium
5173,0.77,0.54,3,227,4,0,0,0,manageme,medium
5174,0.8,0.87,4,220,2,0,0,0,IT,medium
5175,0.8,0.97,5,258,3,0,0,0,IT,medium
5176,0.62,0.92,5,149,3,0,0,0,IT,low
5178,0.88,0.73,5,267,3,0,0,0,IT,low
5183,0.66,0.61,3,260,3,0,0,0,IT,low
5184,0.55,0.71,4,181,2,1,0,0,RandD,low
5185,0.59,0.51,3,243,2,0,0,0,RandD,low
5188,0.73,0.75,5,265,3,0,0,0,RandD,low
5189,0.71,0.94,4,246,3,0,0,0,marketin,low
5190,0.97,0.86,3,187,2,0,0,0,sales,low
5195,0.26,0.71,6,189,2,0,0,0,marketin,high
5197,0.69,0.54,4,180,3,0,0,0,marketin,medium
5204,0.7,0.58,3,211,3,0,0,0,sales,medium
5206,0.83,0.78,3,165,3,1,0,0,sales,medium
5208,0.94,0.59,3,137,2,0,0,0,sales,medium
5210,0.74,0.66,3,177,2,0,0,0,sales,low
5211,0.5,0.91,3,240,2,0,0,0,sales,medium
5212,0.54,0.84,4,174,2,0,0,0,sales,medium
5217,0.45,0.64,5,133,4,0,0,0,accounti,medium
5218,0.87,0.5,4,267,2,1,0,0,accounti,medium
5221,0.53,0.5,4,185,3,0,0,0,hr,low
5222,0.75,0.48,2,284,6,0,0,0,hr,low
5225,0.7,0.63,3,209,3,0,0,0,technica,low
5226,0.33,0.94,4,166,6,0,0,0,technica,low
5227,0.93,0.94,3,183,2,0,0,0,technica,low
5233,0.32,0.4,6,162,5,0,0,0,technica,low
5235,0.87,0.51,4,173,3,0,0,0,support,low
5239,0.94,0.59,3,234,2,0,0,0,support,medium
5246,0.53,0.95,2,101,5,0,0,0,technica,medium
5250,0.82,0.71,3,160,3,0,0,0,IT,medium
5254,0.95,0.78,2,148,2,0,0,0,IT,low
5258,0.83,0.56,4,269,3,0,0,0,product_,low
5262,0.6,0.83,2,189,2,0,0,0,RandD,low
5264,0.58,0.73,3,265,6,0,0,0,RandD,low
5265,0.93,0.77,5,224,2,0,0,0,marketin,low
5267,0.8,0.99,3,158,3,0,0,0,sales,low
5268,0.28,0.79,5,202,5,0,0,0,accounti,low
5270,0.86,0.58,4,220,5,0,0,0,technica,low
5281,0.53,0.81,5,135,2,0,0,0,sales,medium
5282,0.68,0.68,3,143,3,0,0,0,sales,medium
5285,0.98,0.56,5,180,3,0,0,0,sales,medium
5286,0.57,0.39,3,193,6,0,0,0,sales,medium
5287,0.64,0.78,5,148,4,0,0,0,sales,high
5291,0.59,0.94,4,136,2,0,0,0,sales,medium
5293,1,0.39,2,210,5,0,0,0,sales,low
5294,0.53,0.59,3,163,4,0,0,0,accounti,low
5295,0.35,0.59,5,268,3,0,0,0,accounti,low
5296,0.73,0.66,3,244,3,0,0,0,accounti,low
5298,0.21,0.93,4,260,3,0,0,0,hr,low
5299,0.21,0.85,5,153,3,0,0,0,hr,low
5300,0.6,0.83,4,216,2,1,0,0,hr,low
5302,0.92,0.68,4,196,3,1,0,0,technica,low
5307,0.21,0.78,4,218,6,0,0,0,technica,low
5317,0.65,0.86,4,256,2,0,0,0,support,medium
5319,0.88,0.93,4,195,2,0,0,0,support,medium
5320,0.67,0.59,3,205,5,0,0,0,support,medium
5322,0.83,0.61,5,246,3,0,0,0,support,medium
5323,0.36,0.71,3,100,3,0,0,0,technica,medium
5326,0.79,0.54,4,244,3,0,0,0,manageme,high
5331,0.59,0.51,3,203,2,1,0,0,IT,medium
5332,0.78,0.53,3,156,3,0,0,0,product_,low
5336,0.12,0.73,6,166,3,0,0,0,IT,low
5339,0.73,0.86,4,138,2,0,0,0,RandD,low
5340,0.7,0.66,3,151,2,0,0,0,RandD,low
5344,0.74,0.79,3,275,3,0,0,0,sales,low
5347,0.55,0.66,3,164,2,0,0,0,technica,low
5352,0.76,0.97,3,271,3,0,0,0,sales,low
5354,0.73,0.5,3,208,2,0,0,0,sales,medium
5362,0.56,0.4,2,255,3,0,0,0,sales,medium
5367,0.89,0.93,4,245,4,0,0,0,sales,medium
5368,0.92,0.58,3,261,3,1,0,0,sales,medium
5371,0.64,0.61,3,221,3,0,0,0,accounti,low
5372,0.83,0.57,2,246,5,1,0,0,accounti,low
5383,0.19,0.72,6,243,6,1,0,0,technica,low
5384,0.89,0.5,4,136,2,1,0,0,technica,low
5386,0.62,0.66,5,165,3,0,0,0,technica,low
5387,0.84,0.93,6,166,4,0,0,0,technica,low
5388,0.65,0.87,4,267,2,0,0,0,technica,low
5392,0.83,0.9,3,102,4,0,0,0,support,medium
5395,0.91,0.56,3,168,2,0,0,0,support,medium
5396,0.83,0.5,4,259,2,0,0,0,support,medium
5397,0.87,0.82,4,248,2,0,0,0,support,medium
5399,0.54,1,3,169,2,0,0,0,support,medium
5401,0.33,0.82,2,114,5,0,0,0,technica,high
5408,0.49,0.74,3,229,3,1,0,0,IT,low
5409,0.37,0.67,2,159,2,0,0,0,product_,low
5413,0.91,0.6,4,163,5,0,0,0,IT,low
5415,0.99,0.72,4,136,3,0,0,0,RandD,low
5421,0.7,0.6,3,183,3,0,0,0,sales,low
5422,0.97,0.91,3,246,2,0,0,0,accounti,low
5423,0.92,0.91,3,250,4,0,0,0,support,low
5424,0.94,0.7,3,176,3,0,0,0,technica,low
5425,1,0.98,3,177,2,0,0,0,manageme,low
5426,0.5,0.51,3,169,4,0,0,0,marketin,low
5427,0.77,0.89,3,142,3,0,0,0,marketin,low
5428,0.68,0.71,5,135,4,1,0,0,marketin,medium
5432,0.7,0.95,5,234,6,1,0,0,sales,medium
5437,0.99,0.8,5,254,5,0,0,0,sales,medium
5440,0.66,0.5,4,263,3,0,0,0,sales,high
5441,0.52,0.98,4,148,3,0,0,0,sales,low
5450,0.54,0.51,3,265,3,0,0,0,accounti,low
5451,0.52,0.9,4,285,2,0,0,0,hr,low
5452,0.81,0.99,5,202,4,0,0,0,hr,low
5453,0.5,0.73,4,271,2,0,0,0,hr,low
5454,0.51,0.88,3,202,4,0,0,0,hr,low
5457,0.56,0.68,3,269,3,1,0,0,technica,low
5465,0.59,0.79,4,272,3,0,0,0,technica,low
5466,0.95,0.55,5,185,2,0,0,0,support,low
5467,1,0.93,3,264,4,0,0,0,support,medium
5468,0.56,0.64,3,238,3,0,0,0,support,medium
5477,0.83,0.67,4,139,3,0,0,0,technica,medium
5479,0.98,0.92,3,254,3,0,0,0,technica,high
5481,0.72,0.66,3,256,2,0,0,0,IT,medium
5483,0.41,0.57,3,193,3,1,0,0,IT,medium
5484,0.93,0.62,4,142,2,0,0,0,IT,medium
5487,0.52,0.88,4,155,3,1,0,0,product_,low
5492,0.78,0.9,4,104,4,0,0,0,RandD,low
5493,0.37,0.46,3,173,6,0,0,0,RandD,medium
5495,0.93,0.49,5,167,3,0,0,0,RandD,medium
5496,0.98,0.56,3,187,3,0,0,0,RandD,medium
5500,0.84,0.49,5,189,2,0,0,0,support,medium
5504,0.56,0.63,4,204,4,0,0,0,marketin,medium
5508,0.88,0.76,3,223,3,0,0,0,sales,medium
5512,0.71,0.94,4,209,3,0,0,0,sales,medium
5514,0.23,0.5,5,100,3,0,0,0,sales,medium
5517,0.49,0.74,4,104,4,0,0,0,sales,medium
5519,0.5,0.78,3,206,3,1,0,1,sales,high
5531,0.7,0.54,3,198,3,1,0,1,hr,low
5536,0.95,0.81,4,238,2,0,0,0,technica,low
5540,0.73,0.49,4,200,2,1,0,0,technica,low
5545,0.52,0.86,5,256,3,0,0,0,support,medium
5547,0.88,0.93,3,162,3,0,0,0,support,medium
5552,0.67,0.77,5,167,2,0,0,0,support,medium
5554,0.85,0.41,2,229,6,0,0,0,technica,medium
5557,0.85,0.56,5,203,3,0,0,0,manageme,high
5558,0.77,0.52,3,210,3,1,0,0,IT,high
5563,0.86,0.68,2,192,3,0,0,0,product_,high
5570,0.88,0.69,3,248,4,0,0,0,RandD,low
5571,0.16,0.81,2,159,6,1,0,0,RandD,low
5582,0.48,0.94,4,231,4,0,0,0,marketin,medium
5583,0.66,0.99,4,209,3,0,0,0,sales,medium
5584,0.58,0.5,3,144,3,0,0,0,sales,medium
5585,0.23,0.96,2,234,4,0,0,0,sales,medium
5586,0.86,0.77,5,230,2,0,0,0,sales,medium
5587,0.81,0.99,2,156,5,0,0,0,sales,medium
5588,0.75,0.54,6,138,4,1,0,0,sales,medium
5594,0.57,0.92,3,238,2,0,0,0,sales,medium
5595,0.37,0.45,6,100,5,1,0,0,sales,medium
5596,0.69,0.75,3,179,2,1,0,0,sales,high
5604,0.52,0.49,3,146,2,1,0,0,accounti,medium
5607,0.66,0.92,4,239,3,0,0,0,hr,medium
5608,0.26,0.37,2,232,3,1,0,0,hr,low
5610,0.86,0.77,5,237,3,1,0,0,technica,low
5611,0.52,0.68,3,162,4,1,0,0,technica,low
5613,0.63,0.94,2,228,2,1,0,0,technica,low
5615,0.54,0.58,3,169,2,1,0,0,technica,high
5620,0.7,0.88,4,191,3,1,0,0,support,low
5621,0.5,0.85,4,150,2,0,0,0,support,high
5622,0.98,0.66,2,255,3,0,0,0,support,low
5623,0.86,0.51,3,230,3,0,0,0,support,medium
5627,0.66,0.94,4,198,3,1,0,0,support,medium
5628,0.65,0.86,4,267,2,0,0,0,support,medium
5630,0.77,0.58,4,162,2,0,0,0,support,medium
5635,0.23,0.49,5,214,5,0,0,0,IT,high
5637,0.98,0.92,4,175,2,0,0,0,IT,medium
5640,0.79,0.71,3,202,3,0,0,0,product_,medium
5645,0.97,0.7,5,195,2,1,0,0,RandD,low
5648,0.64,0.63,5,105,5,1,0,0,RandD,low
5652,0.15,0.76,4,255,6,0,0,0,accounti,low
5654,0.84,0.71,4,273,3,0,0,0,technica,low
5655,0.82,0.58,2,248,6,0,0,0,manageme,low
5657,0.72,0.71,5,248,2,0,0,0,marketin,low
5665,0.78,0.56,5,252,2,0,0,0,sales,high
5666,0.5,0.52,4,178,3,0,0,0,sales,medium
5670,0.89,0.94,5,223,3,0,0,0,sales,medium
5671,0.58,0.79,4,149,6,0,0,0,sales,medium
5674,0.76,0.87,4,161,3,0,0,0,sales,high
5683,0.89,0.59,4,230,3,0,0,0,hr,medium
5686,0.79,0.95,3,222,4,0,0,0,technica,low
5687,0.99,0.67,3,200,2,0,0,0,technica,low
5690,0.21,0.58,5,197,4,0,0,0,technica,low
5693,0.79,0.6,4,161,3,0,0,0,technica,high
5695,0.89,0.93,4,137,2,0,0,0,technica,low
5700,0.92,0.53,3,253,3,0,0,0,support,low
5702,0.74,0.55,6,130,2,0,0,0,support,medium
5707,0.98,0.9,4,247,2,0,0,0,technica,medium
5709,0.86,0.89,4,136,4,0,0,0,technica,medium
5710,0.82,0.59,3,210,3,0,0,0,manageme,medium
5711,0.94,0.53,4,183,3,0,0,0,IT,medium
5712,0.68,0.96,4,255,3,0,0,0,IT,medium
5713,0.81,0.69,5,109,2,0,0,0,IT,high
5716,0.77,0.87,5,257,2,0,0,0,product_,medium
5718,0.58,0.57,5,105,6,0,0,0,product_,medium
5720,0.78,1,4,154,2,0,0,0,IT,low
5721,0.82,0.78,5,232,3,0,0,0,RandD,low
5725,0.65,0.6,4,200,4,0,0,0,RandD,low
5726,0.57,0.61,5,254,5,0,0,0,marketin,low
5729,0.73,0.45,5,232,4,0,0,0,accounti,low
5731,0.9,0.62,3,233,5,1,0,0,technica,low
5736,0.56,0.73,4,226,2,0,0,0,sales,low
5740,0.91,0.87,3,199,3,0,0,0,sales,medium
5741,0.51,0.96,3,192,3,0,0,0,sales,medium
5744,0.95,0.68,5,225,3,0,0,0,sales,medium
5749,0.84,0.58,5,186,2,0,0,0,sales,medium
5750,0.49,0.65,3,226,3,0,0,0,sales,medium
5756,0.44,0.92,6,268,4,1,0,0,accounti,medium
5757,0.18,0.86,5,267,4,0,0,0,accounti,medium
5759,0.71,0.76,3,246,3,0,0,0,hr,low
5760,0.55,0.83,5,220,3,0,0,0,hr,low
5762,0.88,0.53,3,188,3,0,0,0,technica,low
5763,0.79,0.9,5,212,5,0,0,0,technica,low
5769,0.93,0.68,2,150,3,0,0,0,technica,low
5770,0.49,0.86,5,235,5,0,0,0,technica,low
5771,0.73,0.95,3,258,3,0,0,0,technica,low
5777,0.59,0.58,4,233,4,0,0,0,support,low
5790,0.75,1,4,272,4,1,0,0,IT,medium
5792,0.48,0.87,3,236,2,0,0,0,IT,low
5797,0.62,0.86,4,181,2,0,0,0,IT,low
5799,0.9,0.82,3,203,2,0,0,0,RandD,low
5802,0.71,0.49,4,273,2,1,0,0,RandD,low
5804,0.74,0.67,4,158,3,0,0,0,sales,low
5805,0.84,0.85,3,243,2,0,0,0,accounti,low
5807,1,0.71,4,216,2,0,0,0,technica,low
5811,0.84,0.91,3,247,4,0,0,0,marketin,low
5812,0.55,0.7,3,237,4,0,0,0,sales,low
5814,0.95,0.67,4,227,3,0,0,0,sales,low
5816,0.94,0.7,6,217,5,0,0,0,sales,low
5820,0.7,0.67,3,179,3,1,0,0,sales,medium
5834,0.53,0.59,2,201,3,1,0,0,hr,medium
5839,0.61,0.47,4,181,5,0,0,0,technica,low
5840,0.36,0.4,4,114,4,1,0,0,technica,low
5843,0.59,0.94,4,265,3,0,0,0,technica,low
5844,0.58,0.77,5,272,2,1,0,0,technica,low
5845,0.49,0.92,4,229,2,0,0,0,technica,low
5847,0.72,0.92,3,264,3,0,0,0,technica,low
5850,0.21,0.4,3,262,3,0,0,0,support,low
5852,0.71,0.95,3,251,3,0,0,0,support,low
5854,0.59,0.99,3,185,2,0,0,0,support,medium
5857,0.64,0.7,5,140,4,0,0,0,support,medium
5865,0.8,0.87,4,217,3,0,0,0,IT,medium
5870,0.72,0.94,3,258,3,0,0,0,product_,medium
5873,0.85,0.74,5,170,4,0,0,0,IT,low
5877,0.55,0.9,3,181,3,1,0,0,RandD,low
5878,0.69,0.56,3,183,4,1,0,0,RandD,low
5880,0.74,0.56,3,203,3,0,0,0,sales,low
5881,0.76,0.89,5,204,3,0,0,0,accounti,low
5884,0.97,0.69,4,203,2,0,0,0,manageme,low
5886,0.96,0.87,5,202,2,0,0,0,marketin,low
5890,0.14,0.52,4,108,6,0,0,0,sales,low
5892,0.74,0.89,4,149,2,0,0,0,sales,low
5894,0.69,0.65,4,136,2,0,0,0,sales,medium
5895,0.6,0.95,4,164,4,0,0,0,sales,medium
5896,0.53,0.85,3,236,6,0,0,0,sales,medium
5898,0.57,0.63,5,156,4,0,0,0,sales,medium
5899,0.2,0.73,3,250,5,0,0,0,sales,medium
5907,0.7,0.96,3,263,3,0,0,0,accounti,medium
5908,0.84,0.9,3,178,2,0,0,0,accounti,medium
5909,0.35,0.57,3,109,3,0,0,0,accounti,medium
5917,0.48,0.63,3,180,2,1,0,0,technica,low
5920,0.31,0.69,3,120,3,0,0,0,technica,low
5925,0.74,0.81,5,281,3,1,0,0,support,low
5930,0.52,0.8,2,144,4,0,0,0,support,low
5931,0.65,0.95,3,266,3,1,0,0,support,low
5935,0.84,0.6,3,186,3,1,0,0,support,medium
5938,0.68,0.5,3,139,3,0,0,0,technica,medium
5947,0.98,0.84,4,200,2,0,0,0,product_,medium
5953,0.93,0.92,5,189,2,0,0,0,RandD,low
5954,0.83,0.54,4,189,4,0,0,0,RandD,low
5956,0.7,0.98,3,215,2,0,0,0,sales,low
5958,0.83,0.85,4,263,3,0,0,0,support,medium
5960,0.61,0.71,3,216,4,0,0,0,manageme,medium
5961,0.77,0.71,2,242,2,0,0,0,marketin,medium
5963,0.92,0.99,3,190,3,0,0,0,marketin,medium
5965,0.15,0.67,6,195,2,0,0,0,sales,medium
5968,0.18,0.39,2,177,6,0,0,0,sales,medium
5970,0.22,0.9,4,106,2,0,0,0,sales,medium
5977,0.98,0.71,5,217,3,0,0,0,sales,medium
5982,0.84,0.59,3,234,3,1,0,0,sales,medium
5987,0.57,0.7,3,158,3,0,0,0,hr,high
6002,0.64,0.51,4,247,2,1,0,0,support,low
6009,0.65,0.85,3,213,2,0,0,0,support,low
6011,0.59,0.59,3,194,2,1,0,0,support,medium
6013,0.17,0.94,5,273,4,0,0,0,technica,medium
6014,0.8,0.89,2,166,3,0,0,0,technica,medium
6019,0.44,0.66,3,161,3,0,0,0,IT,medium
6020,0.5,0.48,4,269,3,0,0,0,IT,medium
6021,0.54,0.49,3,203,3,1,0,0,product_,medium
6022,0.56,0.63,4,271,2,1,0,0,product_,high
6025,0.52,0.62,3,275,2,0,0,0,IT,high
6028,0.2,0.47,4,230,4,0,0,0,RandD,high
6031,0.54,0.82,2,279,3,1,0,0,marketin,low
6034,0.19,0.85,6,259,3,1,0,0,support,low
6048,0.98,0.55,3,260,3,0,0,0,sales,medium
6049,0.64,0.99,3,214,2,0,0,0,sales,medium
6050,0.56,0.41,2,194,2,0,0,0,sales,medium
6051,0.53,0.74,5,181,2,0,0,0,sales,medium
6053,0.85,0.69,3,194,4,0,0,0,sales,medium
6055,0.69,0.5,3,260,4,0,0,0,sales,medium
6056,0.35,0.67,2,171,3,0,0,0,sales,medium
6057,0.54,0.47,2,193,4,0,0,0,sales,medium
6058,0.63,0.49,3,252,3,0,0,0,sales,medium
6059,0.58,0.58,5,171,2,0,0,0,accounti,medium
6072,0.64,0.85,3,213,4,0,0,0,technica,medium
6075,0.72,0.73,3,198,2,0,0,0,technica,low
6076,0.78,0.74,6,251,4,0,0,0,technica,low
6080,0.9,0.66,4,242,3,0,0,0,support,high
6083,0.8,0.4,5,199,4,1,0,0,support,high
6084,0.19,0.76,3,107,5,0,0,0,support,low
6085,0.57,0.65,5,144,3,1,0,0,support,low
6091,0.54,0.75,4,199,2,0,0,0,manageme,medium
6096,0.92,0.54,5,203,3,0,0,0,IT,medium
6100,0.87,0.98,4,266,2,1,0,0,product_,high
6103,0.96,0.55,4,234,4,0,0,0,RandD,medium
6120,0.75,0.86,3,249,3,0,0,0,sales,low
6121,0.14,0.52,4,122,2,0,0,0,sales,high
6123,0.45,0.45,4,168,2,0,0,0,sales,low
6124,0.86,0.92,3,260,2,0,0,0,sales,low
6128,0.76,0.64,4,144,2,0,0,0,sales,high
6131,0.5,0.7,4,162,2,0,0,0,sales,medium
6137,0.52,0.72,2,247,4,0,0,0,accounti,medium
6139,0.53,0.84,4,219,2,0,0,0,hr,high
6141,0.98,0.77,4,184,3,0,0,0,hr,medium
6147,0.35,0.59,3,281,2,0,0,0,technica,medium
6151,0.67,0.66,3,151,3,0,0,0,technica,low
6152,0.49,0.37,4,216,4,0,0,0,technica,low
6157,0.94,0.82,4,159,2,1,0,0,support,low
6158,0.53,0.69,4,257,4,0,0,0,support,high
6159,0.6,0.79,5,154,2,0,0,0,support,low
6161,0.75,0.77,4,204,2,0,0,0,support,low
6164,0.74,0.84,3,239,3,0,0,0,technica,low
6165,0.72,0.55,4,145,3,0,0,0,technica,low
6166,0.27,0.39,4,193,4,0,0,0,technica,medium
6168,0.5,0.59,3,260,3,0,0,0,IT,medium
6169,0.82,0.5,3,198,4,0,0,0,IT,medium
6174,0.63,0.85,3,151,4,1,0,0,product_,medium
6175,0.84,0.99,4,134,3,0,0,0,product_,medium
6176,0.98,0.92,5,221,3,1,0,0,product_,medium
6179,0.87,0.89,3,140,2,1,0,0,RandD,low
6183,0.64,0.52,3,240,3,0,0,0,marketin,medium
6186,0.74,0.75,4,257,3,0,0,0,support,low
6191,0.18,0.57,6,238,6,1,0,0,marketin,low
6192,1,0.67,3,199,4,0,0,0,sales,low
6197,0.54,0.53,3,251,2,0,0,0,sales,low
6204,0.7,0.93,4,241,3,0,0,0,sales,low
6217,0.56,0.59,5,209,2,1,0,0,hr,high
6221,0.69,0.79,3,207,3,0,0,0,technica,medium
6228,0.76,0.99,2,183,2,0,0,0,technica,low
6231,0.56,0.81,3,165,4,0,0,0,support,low
6232,0.54,0.91,3,142,2,0,0,0,support,low
6236,0.79,0.88,4,188,3,0,0,0,support,low
6237,0.21,0.38,3,275,5,0,0,0,support,low
6238,0.57,0.58,3,132,3,0,0,0,support,low
6239,0.89,0.95,3,246,4,0,0,0,support,low
6240,0.72,0.98,3,181,4,0,0,0,technica,low
6244,0.29,0.88,6,183,4,0,0,0,IT,medium
6245,0.54,0.93,3,124,5,0,0,0,IT,medium
6246,0.93,0.73,4,153,2,1,0,0,IT,medium
6248,1,0.73,5,142,4,0,0,0,IT,medium
6250,0.6,0.78,6,211,4,1,0,0,product_,medium
6252,0.65,0.75,4,153,2,0,0,0,product_,medium
6253,0.6,0.71,5,263,2,1,0,0,IT,medium
6257,0.82,0.84,5,173,2,0,0,0,RandD,low
6259,0.5,0.64,4,208,2,0,0,0,marketin,medium
6261,0.19,0.86,4,198,6,0,0,0,accounti,medium
6263,0.88,0.67,4,226,2,0,0,0,technica,low
6264,0.9,0.87,4,231,5,0,0,0,manageme,low
6265,0.49,0.96,2,206,2,0,0,0,marketin,low
6267,0.72,0.81,4,200,2,0,0,0,marketin,low
6268,0.66,0.69,5,202,6,0,0,0,sales,low
6285,0.63,0.67,4,149,3,1,0,0,sales,medium
6288,0.82,0.62,4,267,3,1,0,0,accounti,medium
6290,0.61,0.69,3,224,3,0,0,0,hr,medium
6291,0.3,0.57,2,158,2,0,0,0,hr,medium
6296,0.63,0.53,4,243,2,0,0,0,technica,low
6297,0.77,0.68,5,162,4,1,0,0,technica,medium
6299,0.6,0.85,5,187,4,0,0,0,technica,medium
6300,0.83,0.72,3,259,2,0,0,0,technica,medium
6301,0.67,0.6,4,209,2,0,0,0,technica,low
6302,0.84,0.56,5,97,6,0,0,0,technica,low
6303,0.68,0.79,5,139,4,0,0,0,technica,low
6308,0.7,0.87,4,252,2,1,0,0,support,low
6312,0.8,0.88,5,199,4,0,0,0,support,low
6315,0.98,1,4,202,3,0,0,0,support,low
6321,0.64,0.81,2,226,2,0,0,0,IT,medium
6323,0.26,0.39,3,99,4,0,0,0,IT,medium
6328,1,0.84,3,185,3,0,0,0,product_,medium
6329,0.6,0.76,5,269,2,0,0,0,IT,medium
6330,0.95,0.37,6,233,5,0,0,0,RandD,medium
6331,0.56,0.56,3,162,2,0,0,0,RandD,high
6335,0.65,0.92,4,133,3,0,0,0,marketin,medium
6338,0.32,0.73,3,180,6,0,0,0,support,low
6343,0.58,0.78,5,211,3,1,0,0,marketin,low
6344,0.66,0.96,4,216,3,0,0,0,sales,low
6346,0.69,0.56,2,214,2,0,0,0,sales,low
6351,0.79,0.6,5,223,3,0,0,0,sales,low
6354,0.88,0.89,3,139,2,0,0,0,sales,low
6363,0.61,0.53,4,266,3,0,0,0,accounti,medium
6365,0.73,0.54,3,283,6,0,0,0,accounti,medium
6367,0.6,0.91,3,157,4,0,0,0,hr,medium
6372,0.7,0.73,4,240,2,1,0,0,technica,medium
6373,0.37,0.59,3,134,3,0,0,0,technica,medium
6374,0.16,0.56,6,196,3,0,0,0,technica,medium
6375,0.69,0.97,5,240,4,0,0,0,technica,medium
6377,0.62,0.91,5,267,3,0,0,0,technica,low
6379,0.67,0.83,3,260,3,0,0,0,technica,low
6381,0.6,0.63,5,267,3,0,0,0,support,low
6387,0.86,0.86,4,197,3,1,0,0,support,low
6388,0.61,0.62,2,192,2,1,0,0,support,low
6389,0.77,0.64,4,192,3,0,0,0,support,low
6392,0.59,0.59,4,270,2,0,0,0,technica,low
6396,0.84,0.52,5,189,2,1,0,0,IT,low
6409,0.6,0.6,4,201,3,0,0,0,RandD,high
6410,0.53,0.75,4,263,5,0,0,0,RandD,low
6411,0.85,0.5,3,168,2,1,0,0,marketin,medium
6413,0.23,0.77,4,140,5,0,0,0,accounti,medium
6418,0.85,0.8,4,200,2,0,0,0,marketin,low
6421,0.68,0.54,3,270,4,1,0,0,sales,low
6422,0.24,0.91,5,177,5,0,0,0,sales,low
6428,0.84,0.63,4,135,2,0,0,0,sales,medium
6431,0.63,0.62,3,141,3,0,0,0,sales,medium
6432,0.73,0.95,3,222,4,0,0,0,sales,medium
6436,0.99,0.66,3,202,3,0,0,0,sales,medium
6437,0.29,0.86,3,251,4,0,0,0,sales,medium
6440,0.18,0.92,5,251,4,0,0,0,accounti,medium
6441,0.14,0.74,4,117,5,0,0,0,accounti,medium
6442,0.5,0.66,4,155,2,0,0,0,hr,medium
6449,0.32,0.5,2,143,3,0,0,0,technica,high
6450,0.88,0.99,3,190,5,0,0,0,technica,high
6451,0.6,0.87,3,196,3,1,0,0,technica,high
6454,0.82,0.78,5,166,2,0,0,0,technica,high
6455,0.67,0.92,5,258,3,0,0,0,technica,high
6456,0.44,0.87,5,104,4,0,0,0,technica,high
6460,0.16,0.64,6,143,5,1,0,0,support,low
6465,0.67,0.97,5,239,3,0,0,0,support,low
6467,0.39,0.57,2,132,3,0,0,0,support,low
6472,0.6,0.82,4,134,2,0,0,0,IT,low
6473,0.14,0.98,6,221,5,0,0,0,IT,low
6480,0.74,0.75,4,111,4,1,0,0,product_,medium
6484,0.99,0.56,5,210,2,0,0,0,RandD,medium
6490,0.72,0.84,4,250,3,0,0,0,support,high
6493,0.64,0.57,4,217,3,0,0,0,marketin,high
6494,0.77,0.57,5,162,3,0,0,0,marketin,high
6496,0.6,0.71,3,195,2,0,0,0,sales,low
6510,1,0.95,3,275,3,1,0,0,sales,medium
6511,0.62,0.77,3,271,2,0,0,0,sales,medium
6519,0.7,0.67,6,233,6,0,0,0,hr,medium
6520,0.91,0.76,3,159,3,0,0,0,hr,medium
6525,0.99,0.92,4,229,2,0,0,0,technica,medium
6530,0.49,0.67,3,254,2,1,0,0,technica,medium
6534,0.87,0.58,3,140,3,1,0,0,support,medium
6536,0.74,0.68,3,206,2,1,0,0,support,medium
6538,0.49,0.63,3,245,4,0,0,0,support,low
6545,0.79,0.36,3,114,3,0,0,0,technica,high
6546,0.57,0.52,3,143,2,0,0,0,technica,low
6547,0.85,0.65,3,187,2,0,0,0,manageme,high
6556,0.19,0.8,5,203,6,0,0,0,product_,medium
6557,0.3,0.53,3,148,4,0,0,0,IT,medium
6571,0.74,0.72,5,196,3,0,0,0,marketin,low
6579,0.83,0.62,4,242,3,0,0,0,sales,low
6584,0.79,0.94,3,204,2,1,0,0,sales,low
6589,0.47,0.71,2,241,4,0,0,0,sales,low
6590,0.64,0.64,3,234,3,1,0,0,sales,high
6595,0.98,0.98,4,259,2,0,0,0,hr,high
6606,0.73,0.6,3,145,6,1,0,0,technica,medium
6607,0.63,0.5,4,167,3,1,0,0,technica,medium
